x,key_0_log,key_1_log,key_2_log,key_3_log,key_4_log,key_5_log,key_6_log,key_7_log,key_8_log,key_9_log,key_10_log,key_11_log,key_12_log,key_13_log,key_14_log,key_15_log,key_16_log,key_17_log,key_18_log,key_19_log,key_20_log,key_21_log,key_22_log,key_23_log,key_24_log,key_25_log,key_26_log,key_27_log,key_28_log,key_29_log,key_30_log,key_31_log,key_32_log,key_33_log,key_34_log,key_35_log,key_36_log,key_37_log,key_38_log,key_39_log,key_40_log,key_41_log,key_42_log,key_43_log,key_44_log,key_45_log,key_46_log,key_47_log,key_48_log,key_49_log
0.0,-0.2971462463046483,-0.43860158575299585,-0.27897593272720494,-0.34660956051923814,-0.17644835813510512,-0.09216682535876351,-0.14547131706886815,0.028015626469400156,-0.0600663642774903,-0.31753646145214554,-0.21882470012638353,-0.06419540725583076,-0.18209996534578757,-0.2115051519464047,-0.3901184583181989,-0.8682522956723734,-0.23712874348362797,-0.5039377365848274,-0.03960184990301582,-0.7757399026557339,-0.0751571657065605,-0.03060004797645252,0.017129623392390686,0.03707225379105277,-0.18555791784362433,-0.24149411127950432,-0.12291970472117385,-0.24803274279736406,-0.14739472180041074,-0.8125998548345178,0.02311728309023036,0.028218807129250453,-0.2171757061033158,-0.3379742658953981,-0.21623132950800295,-0.12234570665378235,-0.023669922285781745,-0.64018749700797,-0.3254645681101338,-0.15931792111074733,-0.5408778575161959,-0.8522043352910831,0.020668302517154374,-0.16708876534086006,-0.07890458940889114,0.017814440642774196,-0.04097908498771414,0.025637280514835718,-0.5893137999465734,-0.3483080857872249
0.01001001001001001,-0.39917224134652,-0.08226663984355095,-0.22558440712002464,-0.0210359016562951,-0.05533607417721963,0.021852479379598718,-0.4710688896980848,-0.689782355907355,-0.979225039151552,-0.15340876572266535,-0.18401386634562905,-0.38274813595270857,-0.6365115287121935,-0.05811465135300249,-0.814466170229066,-0.26268895675410253,-0.7818828960441632,-0.10792625637798507,-0.5536816409425471,-0.8369870060082012,-0.29787216172819486,-0.5069421270439148,-0.2887386583947152,-0.9153319748474606,-0.012398811012668142,-0.641892175822911,0.03224272794788029,-0.20848253925395116,-0.2094749139655432,-0.3290096594371765,-0.03751541587808258,0.01814878352294245,-0.09692022484052464,-0.6327544341124127,-0.7066599988639587,-0.8157913427778284,-0.9274294419275113,-0.2811530023814378,-0.5905134932619474,-0.08436871783941836,-0.5179697510522299,-0.2646968448687668,-0.3142896376935071,-0.04422234438723683,0.011247487710252201,-0.42846451248059103,-0.33661594835085723,-0.015200059222573696,-0.08420124585901567,-0.005217366663015249
0.02002002002002002,-0.37392241156502226,-0.49528748954480684,0.008177732976898765,-0.5045854564403053,0.02290491498170243,-0.07575568705119469,0.001721785836060524,-0.5431788717281992,-0.9355768574066897,-0.2300418862224932,-0.03274879311131816,-0.2232352485228216,-0.1489269999391025,-0.6774012965597916,-0.22846860051644308,-0.08355839840290998,-0.22446615167842773,-0.14268678519003522,-0.0928104075866173,0.0032864280924206385,-0.7779234494028625,-0.10838004173154012,-0.6924541975482252,-0.049296223143001174,-0.15054626943763202,-0.16730331154299785,-0.13126889812932782,-0.13717790880641298,-0.017028754795908662,-0.10139650654558595,-0.16979878081405175,-0.9491672966735912,-0.1410748279531504,-0.9292270171076645,-0.7011392079938124,-0.5439913866443529,-0.02174689670997681,-0.6071531297807664,-0.40239612418978576,-0.5683502315833783,0.01831453002931156,-0.11533692462934612,-0.49753499776679394,-0.7016373432835675,-0.715487394274444,0.020023940567322433,-0.15820425728359308,-0.06426243156684844,-0.06492855980640548,-0.2846568218667007
0.03003003003003003,0.03341991049092291,-0.04047090539565031,-0.17228138311835087,-0.47220759096916815,-0.08007163831974767,-0.1024033392196755,-0.5754927361234441,-0.026717751010324094,-0.7535135880828013,-0.9461348511216593,-0.45508494683264133,-0.5216148096095272,0.030607114271858277,-0.3299497780390327,-0.5214235296191302,0.028899812532094192,-0.47712646601147257,-0.08456507253058011,-0.20262137243563833,-0.16115350326737882,-0.41299550439020893,-0.20169477419787346,-0.08201963347931693,-0.08085074299317555,-0.04510338403818735,-0.040133865399430715,-0.17416269191096048,-0.8793997319473368,-0.13131995916465472,-0.23972763534712188,-0.23180492136192307,-0.1395393448968843,-0.09597252793072837,-0.15612960581069277,-0.030637570240470643,-0.5002472652311812,-0.03740440928788097,-0.4936889491848415,-0.283738140188811,-0.07905014391827214,-0.4534653365791751,0.004457614637805317,-0.9950235086783042,0.0411605347089895,-0.6441237961273014,-0.08855752199554107,-0.3045977418079953,-0.14962614574726368,-0.22672013545437394,-0.4501648863652162
0.04004004004004004,-0.8141789579769296,-0.0025242843186550103,0.010624476371045355,-0.36255155333478223,-0.9504371165736705,-0.3641521846275201,-0.036863166177681796,-0.04943595033702444,-0.23418932783734753,0.015599101117748343,-0.9533807085122944,-0.14133358225553214,-0.23905475179672248,-0.005402215822146938,-0.01711681226456368,-0.14888331458466345,0.03412746908497107,0.00872701351927989,-0.06703167230621693,-0.14257580316574997,-0.7124894948965633,-0.046729430846137635,-0.3944388145621178,-0.20001571000423005,-0.2173542063712717,-0.8699148248509301,-0.4678074565500304,-0.03273318975948049,-0.11791469631781931,-0.0507568142420829,-0.6691639689936602,-0.22926920047511168,-0.944412227161674,-0.5961374144137213,-0.7689138969059859,-0.5698382933968456,-0.09325184220748638,-0.06725840615550885,-0.3641036711013189,-0.08215677981562557,-0.876111729654665,-0.09263544803461254,-0.43702564762580953,-0.10770459976928966,-0.3782543280872878,-0.14825559263347546,-0.7280967693339616,-0.14087468763273164,-0.23497455663179487,-0.34016269456502196
0.050050050050050046,-0.06793200465877346,-0.05538478538751212,0.02356261429504794,-0.3093292277909626,-0.17373341992895208,-0.03571270797015134,-0.27537312452038054,0.034585135002569004,-0.7972456715061138,-0.3424523913572633,-0.62411036551417,-0.09837693412206072,-0.08527295378914175,-0.18086521751042386,-0.22472408583279446,-0.26199171596621873,-0.13218020154813007,-0.06210910224546127,-0.6182628891634221,-0.25875740258054175,-0.37161973529806797,0.03262586138952645,-0.30174187773862193,-0.9361862807397692,-0.32880587592973654,-0.037805743540079075,-0.08836389140373997,-0.7545053817768408,-0.502517531706373,-0.8066997183630022,-0.7764544218148555,-0.25019215492916613,-0.3662222964998839,-0.28822434733632263,-0.3866033245776089,-0.15414059327664237,-0.048694912243683636,-0.19939518859805935,-0.3532511162433747,-0.1809515332248338,-0.06178544851010601,-0.30494524206369195,-0.2048071737501416,-0.23145558123558502,-0.895792415506366,-0.5005093406673766,-0.4317825385228953,-0.056197314374343436,-0.47402002058805687,-0.006383277638853912
0.06006006006006006,-0.7006708102489013,-0.07636070629848035,-0.27930664134730676,-0.7886031339303978,-0.1861323014988647,-0.20526082427726616,-0.10752161677315851,-0.2720578228515965,-0.15301598357811408,-0.4538070628877187,-0.04733083332702073,-0.5127183604571135,-0.10169091693052071,-0.29672570199578757,-0.6515528989998176,0.006393228297620653,-0.42571563869861584,0.036903772661999276,0.03621623308659432,-0.1870855445061558,-0.9532237773485863,-0.04465440592401936,0.007809334279816016,-0.7480122297042598,-0.05788583282178966,-0.772717849154943,-0.3549266049224087,-0.22963984835307416,-0.34387293938928537,-0.4229874574761126,-0.24228153370519373,-0.27411419628447065,-0.6885433945767855,-0.03139182193698444,-0.5807063748203299,-0.036757483140628565,-0.20871861701648306,-0.5027065250559558,-0.6474214656661682,-0.3084266014402047,0.015362728342374081,-0.4501997427344116,-0.15495475342376436,-0.07111145995252857,-0.06069770450607067,-0.3028293715340338,-0.22822974808780291,-0.766454516972739,-0.6756011140266481,-0.30989011650524545
0.07007007007007007,-0.04050005636458906,-0.10027581216394132,-0.03770155358646051,-0.06595126572292338,-0.520706293435757,-0.1688733830733913,-0.3658808971447512,-0.05170066685206388,-0.4726727363799328,-0.17510624175094555,-0.16488097057105988,-0.7810858414609916,-0.16921757605115367,-0.5330457115650611,-0.3990035024714059,-0.22328031678409033,-0.5646331869970036,0.013598412797332577,-0.09121186978518128,-0.26437809294198156,-0.9055322606541811,-0.151879067204454,0.0071306148001818465,-0.8192539274311469,-0.7755639965430694,-0.09702057438217283,-0.0455020914596645,-0.0718050302983215,-0.2243695487703156,-0.3888066687878244,-0.30182391995039015,-0.2621611220532525,-0.2765400241335634,-0.03665515123262662,-0.45976914342786046,-0.5744399624067187,0.03214313912551275,-0.7157738886398066,-0.509022869575128,-0.22897805468102364,-0.26810322854647956,-0.06885933598535031,-0.4549248828583171,-0.6233359222826442,-0.4933799551803246,-0.003605625154635512,0.00308687553742611,-0.31368559463063833,-0.19476311224222842,0.035828116793732115
0.08008008008008008,-0.05441904217782363,0.020110532947752977,-0.3011595179240188,-0.42724724184119944,-0.7153634745816257,-0.12542189606711548,-0.12303377382713802,-0.09521598362744443,-0.17545828293171395,-0.03690835937644272,-0.05476695376548917,-0.23305581408500292,-0.5209141075781871,-0.1638156761657264,-0.3267223277594422,-0.13590628270683092,-0.06292032983918965,-0.07414174810903254,0.008627280932830253,-0.7595281795685324,-0.1886750767328448,-0.3563237353961326,-0.7544832721357903,-0.5233276054940574,-0.36643266417025366,-0.3102019706418175,0.023399607153150682,-0.020362746833547343,-0.23856000414059592,-0.19010708750337835,-0.1944548655220472,-0.10001496222014104,0.028656858683915962,-0.3987713962819063,0.01555076834003431,-0.4002258828717501,-0.5455022200178586,-0.26796697722233065,-0.5649374726642447,-0.4211782097715461,-0.3528905676465673,-0.18355364758551754,0.0020778607171175307,-0.8500698495126252,-0.002092247582563796,-0.1922104063305813,-0.04653702246684055,-0.10311773289839289,-0.03233974627815134,0.028432907783467937
0.09009009009009009,-0.1363482186325809,-0.772847473568004,0.030504709771773178,-0.009062613523740983,-0.052464631837393826,0.004184364395096787,-0.9317921486815652,0.025471100755623463,-0.9183264067080211,-0.9665463098239649,-0.5178678127688927,-0.1464613849684647,-0.7148548729972993,-0.2499339087446231,-0.13353048661528893,-0.003443679052735996,-0.027874720073661322,-0.8280619726584022,-0.6272804148207928,-0.2737763847035153,-0.17197427069529952,-0.949232296768821,-0.005091590312357895,-0.11070643391455509,-0.35026485671197166,-0.32321593104196045,-0.5440240825689485,-0.13629807307107877,-0.310992565756945,-0.356724358898314,-0.28229148850028457,-0.5507715878794336,-0.009668013979089137,-0.08472086005137848,-0.5769724972356121,0.023672098469657846,-0.18128347098331737,-0.30634978309768224,-0.11625506815779513,0.03236630454042918,-0.7045863004776597,-0.09146363781630534,-0.9392195267930289,-0.33793242695258896,-0.7161702528941666,-0.4704543566366576,-0.41453568919185346,0.028124264664241855,-0.19731389685942216,-0.4313912146782093
