x,key_49_log
0.0,-0.1150782678726489
0.01001001001001001,-0.5631820838912669
0.02002002002002002,-0.3506733039742456
0.03003003003003003,-0.983569328769777
0.04004004004004004,-0.03309616070720816
0.050050050050050046,-0.0828113673511963
0.06006006006006006,-0.9427773788750918
0.07007007007007007,-0.6056895500791106
0.08008008008008008,-0.12646171361541234
0.09009009009009009,-0.4537958461308792
0.10010010010010009,-0.1238496752479242
0.11011011011011011,-0.058853959241248935
0.12012012012012012,-0.5896171622179494
0.13013013013013014,-0.16870508424278308
0.14014014014014015,-0.008009985153642644
0.15015015015015015,-0.024329229856135674
0.16016016016016016,-0.6189381145039526
0.17017017017017017,-0.6966858042861148
0.18018018018018017,-0.2927080677578857
0.19019019019019018,-0.9320147837797618
0.20020020020020018,-0.3683867815498191
0.21021021021021022,-0.46279988526055327
0.22022022022022023,-0.7675955307209709
0.23023023023023023,-0.2584595641992949
0.24024024024024024,-0.5257722104732782
0.2502502502502503,-0.20329131321555366
0.2602602602602603,-0.8083418698113105
0.2702702702702703,0.0017399271058606632
0.2802802802802803,-0.10146966364505638
0.2902902902902903,-0.4742139669153526
0.3003003003003003,-0.9524555326301672
0.3103103103103103,-0.16598478022310914
0.3203203203203203,-0.5461911854649765
0.3303303303303303,-0.1045594539308446
0.34034034034034033,-0.264676125925706
0.35035035035035034,-0.17385767622872078
0.36036036036036034,-0.12686340252345957
0.37037037037037035,-0.35579666153289996
0.38038038038038036,0.02435666723644928
0.39039039039039036,-0.1966065729227174
0.40040040040040037,-0.19474190227704236
0.41041041041041043,-0.47132798664453646
0.42042042042042044,-0.044511232158930186
0.43043043043043044,-0.20337199186792831
0.44044044044044045,-0.3194357726997148
0.45045045045045046,-0.004208701170007332
0.46046046046046046,-0.5315279642901732
0.47047047047047047,-0.0527691427191436
0.4804804804804805,0.01245807270894931
0.4904904904904905,-0.16135555278730337
0.5005005005005005,-0.7670079009823869
0.5105105105105106,0.033232706484467994
0.5205205205205206,-0.12463545731379007
0.5305305305305306,-0.6287324997946555
0.5405405405405406,-0.3328144115560595
0.5505505505505506,0.013125249951383469
0.5605605605605606,-0.8500021776382491
0.5705705705705706,-0.6321182262744073
0.5805805805805806,-0.09168147247075055
0.5905905905905906,-0.4088408526406558
0.6006006006006006,-0.36058555650167573
0.6106106106106106,-0.03809062171143949
0.6206206206206206,-0.9067256624862028
